amc_name,year,month,code,types_of_clients,no_of_investors,listed,unlisted,plain_debt,stru_debt,eq_derivative,mutual_funds,others,total
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,5,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,5,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,12,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,12,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,12,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,12,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,5,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,5,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,5,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,DISC,Individual Clients Resident,10,3.57,0.0,0.49,0.0,0.0,0.33,0.09,4.48
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,DISC,Individual Clients Non Resident,3,2.5,0.0,0.0,0.0,0.0,0.0,0.22,2.72
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,DISC,Corporate Clients Resident,1,0.12,0.0,0.62,0.0,0.0,0.25,0.03,1.02
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,11,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,DISC,Individual Clients Resident,10,3.27,0.0,0.36,0.0,0.0,0.28,0.1,4.01
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,DISC,Individual Clients Non Resident,3,2.29,0.0,0.0,0.0,0.0,0.0,0.15,2.44
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,DISC,Corporate Clients Resident,1,0.38,0.0,0.61,0.0,0.0,0.03,0.01,1.03
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,9,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,DISC,Individual Clients Resident,10,3.18,0.0,0.24,0.0,0.0,0.06,0.03,3.51
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,DISC,Individual Clients Non Resident,3,2.27,0.0,0.0,0.0,0.0,0.0,0.02,2.29
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,DISC,Corporate Clients Resident,1,0.37,0.0,0.48,0.0,0.0,0.11,0.04,1.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,DISC,Individual Clients Resident,10,3.06,0.0,0.21,0.0,0.0,0.05,0.07,3.39
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,DISC,Individual Clients Non Resident,3,2.2,0.0,0.0,0.0,0.0,0.0,0.05,2.25
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,8,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,DISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,7,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,DISC,Individual Clients Resident,10,3.39,0.0,0.54,0.0,0.0,0.1,0.05,4.08
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,DISC,Individual Clients Non Resident,3,2.28,0.0,0.12,0.0,0.0,0.0,0.07,2.47
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,DISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,6,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,DISC,Individual Clients Resident,10,3.15,0.0,0.88,0.0,0.0,0.1,0.12,4.25
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,DISC,Individual Clients Non Resident,3,2.14,0.0,0.16,0.0,0.0,0.0,0.3,2.60
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,DISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,5,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,DISC,Individual Clients Resident,14,6.1,0.0,1.54,0.0,0.0,0.22,0.44,8.30
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,DISC,Individual Clients Non Resident,3,5.79,0.0,0.97,0.0,0.0,0.0,0.64,7.40
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,DISC,Corporate Clients Resident,1,0.34,0.0,0.62,0.0,0.0,0.0,0.08,1.04
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2014,4,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,DISC,Individual Clients Resident,10,3.4,0.0,0.86,0.0,0.0,0.1,0.02,4.38
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,DISC,Individual Clients Non Resident,3,2.43,0.0,0.13,0.0,0.0,0.0,0.11,2.67
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,DISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,4,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,DISC,Individual Clients Resident,10,3.62,0.0,0.49,0.0,0.0,0.22,0.07,4.40
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,DISC,Individual Clients Non Resident,3,2.52,0.0,0.0,0.0,0.0,0.0,0.14,2.66
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,DISC,Corporate Clients Resident,1,0.33,0.0,0.62,0.0,0.0,0.02,0.07,1.04
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,DISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,DISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,DISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,NONDISC,Individual Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,NONDISC,Corporate Clients Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,NONDISC,Individual Clients Non Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,NONDISC,FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2013,10,NONDISC,GROSS DATA,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,DISC,Individual Resident,45,34.12,0.0,0.0,0.0,0.0,4.68,2.52,41.32
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,DISC,Individual Non-Resident,8,10.23,0.0,0.0,0.0,0.0,0.0,1.33,11.56
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,DISC,Corporate Resident,4,9.94,0.0,0.0,0.0,0.0,0.32,0.21,10.47
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,12,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,DISC,Individual Resident,45,35.76,0.0,0.0,0.0,0.0,2.09,1.05,38.90
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,DISC,Individual Non-Resident,7,11.03,0.0,0.0,0.0,0.0,0.0,0.2,11.23
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,DISC,Corporate Resident,4,10.41,0.0,0.0,0.0,0.0,0.48,0.5,11.39
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,10,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,DISC,Individual Resident,45,32.55,0.0,0.0,0.0,0.0,6.86,0.84,40.25
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,DISC,Individual Non-Resident,8,9.83,0.0,0.0,0.0,0.0,0.0,2.79,12.62
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,DISC,Corporate Resident,4,9.15,0.0,0.0,0.0,0.0,1.11,0.13,10.39
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,11,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,DISC,Individual Resident,45,33.99,0.0,0.0,0.0,0.0,3.71,0.42,38.12
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,DISC,Individual Non-Resident,8,11.71,0.0,0.0,0.0,0.0,0.0,0.49,12.20
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,DISC,Corporate Resident,4,10.29,0.0,0.0,0.0,0.0,0.93,0.03,11.25
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,9,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,DISC,Individual Resident,45,41.38,0.0,0.0,0.0,0.0,0.69,0.58,42.65
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,DISC,Individual Non-Resident,8,12.43,0.0,0.0,0.0,0.0,0.0,0.33,12.76
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,DISC,Corporate Resident,4,11.02,0.0,0.0,0.0,0.0,0.11,0.09,11.22
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,7,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,DISC,Individual Resident,46,43.21,0.0,0.0,0.0,0.0,4.49,-0.36,47.34
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,DISC,Individual Non-Resident,8,14.92,0.0,0.0,0.0,0.0,0.0,0.27,15.19
