amc_name,year,month,code,types_of_clients,no_of_investors,listed,unlisted,plain_debt,stru_debt,eq_derivative,mutual_funds,others,total
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,DISC,Corporate Resident,4,11.4,0.0,0.0,0.0,0.0,0.6,0.09,12.09
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,5,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,DISC,Individual Resident,44,43.65,0.0,0.0,0.0,0.0,1.26,1.57,46.48
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,DISC,Individual Non-Resident,8,13.57,0.0,0.0,0.0,0.0,0.0,0.67,14.24
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,DISC,Corporate Resident,4,11.25,0.0,0.0,0.0,0.0,0.04,0.5,11.79
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,NONDISC,Individual Resident,44,43.65,0.0,0.0,0.0,0.0,1.26,1.57,46.48
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,NONDISC,Individual Non-Resident,8,13.57,0.0,0.0,0.0,0.0,0.0,0.67,14.24
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,NONDISC,Corporate Resident,4,11.25,0.0,0.0,0.0,0.0,0.04,0.5,11.79
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,6,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,DISC,Individual Resident,46,35.85,0.0,0.0,0.0,0.0,6.82,3.49,46.16
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,DISC,Individual Non-Resident,7,11.32,0.0,0.0,0.0,0.0,0.0,0.98,12.30
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,DISC,Corporate Resident,4,7.77,0.0,0.0,0.0,0.0,1.68,1.86,11.31
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,DISC,Individual Resident,43,36.82,0.0,0.0,0.0,0.0,5.45,3.19,45.46
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,DISC,Individual Non-Resident,8,13.28,0.0,0.0,0.0,0.0,0.0,1.29,14.57
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2020,1,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,DISC,Corporate Resident,3,11.22,0.0,0.0,0.0,0.0,3.82,5.24,20.28
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,2,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,DISC,Individual Resident,42,40.96,0.0,0.0,0.0,0.0,8.59,1.3,50.85
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,DISC,Individual Non-Resident,8,13.48,0.0,0.0,0.0,0.0,0.0,1.21,14.69
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,DISC,Corporate Resident,3,16.78,0.0,0.0,0.0,0.0,2.86,0.73,20.37
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,1,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,DISC,Individual Resident,40,26.09,0.0,0.11,0.0,0.0,32.87,1.54,60.61
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,DISC,Individual Non-Resident,8,12.15,0.0,0.0,0.0,0.0,0.0,2.96,15.11
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,DISC,Corporate Resident,3,13.7,0.0,0.18,0.0,0.0,4.76,1.33,19.97
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,10,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,DISC,Individual Resident,46,38.73,0.0,0.0,0.0,0.0,2.44,0.14,41.31
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,DISC,Individual Non-Resident,8,11.19,0.0,0.0,0.0,0.0,0.0,0.62,11.81
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,DISC,Corporate Resident,4,10.07,0.0,0.0,0.0,0.0,0.68,0.07,10.82
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,8,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,DISC,Individual Resident,40,32.14,0.0,0.11,0.0,0.0,29.1,0.71,62.06
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,DISC,Individual Non-Resident,8,13.54,0.0,0.0,0.0,0.0,0.0,2.23,15.77
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,DISC,Corporate Resident,3,16.73,0.0,0.18,0.0,0.0,3.5,0.37,20.78
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,11,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,DISC,Individual Resident,43,36.56,0.87,0.0,0.0,0.0,5.71,1.02,44.16
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,DISC,Individual Non-Resident,8,14.12,0.18,0.0,0.0,0.0,0.0,1.31,15.61
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,DISC,Corporate Resident,4,8.03,0.57,0.0,0.0,0.0,3.13,0.77,12.50
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2019,3,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,DISC,Individual Resident,40,59.38,0.0,0.11,0.0,0.0,0.24,0.56,60.29
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,DISC,Individual Non-Resident,8,14.29,0.0,0.0,0.0,0.0,0.0,1.02,15.31
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,DISC,Corporate Resident,3,18.43,0.0,0.18,0.0,0.0,0.53,0.85,19.99
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,9,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,DISC,Individual Resident,39,60.48,0.0,0.6,0.0,0.0,0.45,0.42,61.95
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,DISC,Individual Non-Resident,9,16.64,0.0,0.0,0.0,0.0,0.0,0.37,17.01
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,DISC,Corporate Resident,3,20.36,0.0,1.19,0.0,0.0,0.03,0.39,21.97
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,5,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,DISC,Individual Resident,39,63.83,0.0,0.56,0.0,0.0,2.43,0.85,67.67
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,DISC,Individual Non-Resident,9,18.07,0.0,0.0,0.0,0.0,0.0,1.11,19.18
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,DISC,Corporate Resident,3,20.71,0.0,1.19,0.0,0.0,1.03,-0.08,22.85
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,4,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,DISC,Individual Resident,39,60.95,0.0,0.53,0.0,0.0,1.03,0.8,63.31
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,DISC,Individual Non-Resident,8,16.37,0.0,0.0,0.0,0.0,0.0,0.33,16.70
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,DISC,Corporate Resident,3,18.91,0.0,1.24,0.0,0.0,0.6,0.74,21.49
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,7,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,DISC,Individual Resident,37,43.09,0.0,0.64,0.0,0.0,7.81,3.53,55.07
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,DISC,Individual Non-Resident,8,17.78,0.0,0.0,0.0,0.0,0.0,0.45,18.23
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,DISC,Corporate Resident,2,19.55,0.0,1.26,0.0,0.0,0.0,0.33,21.14
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,2,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,DISC,Individual Resident,40,60.15,0.0,0.53,0.0,0.0,2.67,0.58,63.93
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,DISC,Individual Non-Resident,8,15.89,0.0,0.0,0.0,0.0,0.0,1.36,17.25
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,DISC,Corporate Resident,3,18.15,0.0,1.24,0.0,0.0,2.21,0.15,21.75
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,8,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,DISC,Individual Resident,37,37.32,0.0,0.64,0.0,0.0,0.63,1.17,39.76
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,DISC,Individual Non-Resident,8,17.68,0.0,0.0,0.0,0.0,0.0,0.78,18.46
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,DISC,Corporate Resident,3,19.14,0.0,1.26,0.0,0.0,0.0,0.29,20.69
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,1,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,DISC,Individual Resident,41,43.09,0.08,0.0,0.0,0.0,18.74,0.05,61.96
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,DISC,Individual Non-Resident,8,14.54,0.0,0.0,0.0,0.0,0.0,0.6,15.14
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,DISC,Corporate Resident,3,17.31,0.09,0.0,0.0,0.0,3.03,0.32,20.75
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,DISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,DISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,NONDISC,Individual Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,NONDISC,Individual Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,NONDISC,Corporate Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,NONDISC,Corporate Non-Resident,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2018,12,NONDISC,Corporate FII,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,DISC,Individual Resident,39,32.81,0.0,0.63,0.0,0.0,1.74,0.94,36.12
BANYAN CAPITAL ADVISORS PRIVATE LIMITED,2017,10,DISC,Individual Non-Resident,7,15.83,0.0,0.0,0.0,0.0,0.0,0.91,16.74
